scenario_id,relative_hour,hop_band,exceedance_rate,node_count,residual_energy_q90,hydraulic_response_index_q90,defect_type,true_node,start_hour,duration_h,flow,abs_flow,is_active
2,4.166667,1-hop,0.0,4,9.038571131265104e-05,0.00010852664665200696,I,HS1313402,20,18,51.4377,51.4377,True
2,4.166667,2-hop,0.14285714285714285,7,1.3333551401724009,1.849768389506291,I,HS1313402,20,18,51.4377,51.4377,True
2,4.166667,3+-hop,0.12931034482758622,116,1.3877029965053005,4.336882882196026,I,HS1313402,20,18,51.4377,51.4377,True
2,4.333333,0-hop,0.0,1,0.00010966776783221353,7.762886459076378e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,4.333333,1-hop,0.0,4,0.0006125400410952363,0.0007667948592238423,I,HS1313402,20,18,51.4377,51.4377,True
2,4.333333,2-hop,0.14285714285714285,7,1.3323041806054519,1.8486839482015063,I,HS1313402,20,18,51.4377,51.4377,True
2,4.333333,3+-hop,0.12931034482758622,116,1.3933988404869595,4.363148351181432,I,HS1313402,20,18,51.4377,51.4377,True
2,4.5,0-hop,0.0,1,9.792384332440828e-05,6.931587032269976e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,4.5,1-hop,0.0,4,0.0005300601145610971,0.0006658696521222174,I,HS1313402,20,18,51.4377,51.4377,True
2,4.5,2-hop,0.14285714285714285,7,1.3312060105925967,1.8471829824788704,I,HS1313402,20,18,51.4377,51.4377,True
2,4.5,3+-hop,0.12931034482758622,116,1.3923450511378423,4.3725688298053225,I,HS1313402,20,18,51.4377,51.4377,True
2,4.666667,0-hop,0.0,1,2.2815146291875316e-05,1.614981263063706e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,4.666667,1-hop,0.0,4,0.00012556716809650445,0.00014432168456214464,I,HS1313402,20,18,51.4377,51.4377,True
2,4.666667,2-hop,0.14285714285714285,7,1.330547480504629,1.8459390702026388,I,HS1313402,20,18,51.4377,51.4377,True
2,4.666667,3+-hop,0.12931034482758622,116,1.3848191594500605,4.373546131249538,I,HS1313402,20,18,51.4377,51.4377,True
2,4.833333,0-hop,0.0,1,3.157017969162942e-05,2.2347105743385993e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,4.833333,1-hop,0.0,4,0.00020827342361007367,0.0002645508809750698,I,HS1313402,20,18,51.4377,51.4377,True
2,4.833333,2-hop,0.14285714285714285,7,1.3315803865697864,1.8473848219687585,I,HS1313402,20,18,51.4377,51.4377,True
2,4.833333,3+-hop,0.12931034482758622,116,1.3743721254127543,4.370311468215978,I,HS1313402,20,18,51.4377,51.4377,True
2,5.0,0-hop,0.0,1,0.0001198809189681825,8.485829345806908e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,5.0,1-hop,0.0,4,0.00011769619509462349,0.0002148332361892803,I,HS1313402,20,18,51.4377,51.4377,True
2,5.0,2-hop,0.14285714285714285,7,1.336795701287268,1.8542913275672945,I,HS1313402,20,18,51.4377,51.4377,True
2,5.0,3+-hop,0.12931034482758622,116,1.3729881288855588,4.370939777723829,I,HS1313402,20,18,51.4377,51.4377,True
2,5.166667,0-hop,0.0,1,0.0001245192937959849,8.814158971316904e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,5.166667,1-hop,0.0,4,0.00010468439922666428,0.00019892224637674036,I,HS1313402,20,18,51.4377,51.4377,True
2,5.166667,2-hop,0.14285714285714285,7,1.3398247070364224,1.8586616077300528,I,HS1313402,20,18,51.4377,51.4377,True
2,5.166667,3+-hop,0.12931034482758622,116,1.3734901536815518,4.371978713107905,I,HS1313402,20,18,51.4377,51.4377,True
2,5.333333,0-hop,0.0,1,1.856816401370223e-05,1.3143565501616625e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,5.333333,1-hop,0.0,4,3.636426863172565e-05,3.1713525286280184e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,5.333333,2-hop,0.14285714285714285,7,1.343236235356791,1.8634018525550724,I,HS1313402,20,18,51.4377,51.4377,True
2,5.333333,3+-hop,0.12931034482758622,116,1.3745156497224424,4.372352699689421,I,HS1313402,20,18,51.4377,51.4377,True
2,5.5,0-hop,0.0,1,0.000280707237448979,0.0001986999877567795,I,HS1313402,20,18,51.4377,51.4377,True
2,5.5,1-hop,0.0,4,0.0003472378213362664,0.0006247064152931742,I,HS1313402,20,18,51.4377,51.4377,True
2,5.5,2-hop,0.14285714285714285,7,1.3484322013200094,1.870751543579148,I,HS1313402,20,18,51.4377,51.4377,True
2,5.5,3+-hop,0.12931034482758622,116,1.374434504670504,4.370983846008375,I,HS1313402,20,18,51.4377,51.4377,True
2,5.666667,0-hop,0.0,1,0.0006894751986405984,0.000488048383695097,I,HS1313402,20,18,51.4377,51.4377,True
2,5.666667,1-hop,0.0,4,0.0008898954980377579,0.001682626490615574,I,HS1313402,20,18,51.4377,51.4377,True
2,5.666667,2-hop,0.14285714285714285,7,1.3538564763749092,1.8782684390638182,I,HS1313402,20,18,51.4377,51.4377,True
2,5.666667,3+-hop,0.12931034482758622,116,1.3749770699034478,4.371715182647945,I,HS1313402,20,18,51.4377,51.4377,True
2,5.833333,0-hop,0.0,1,0.0004571351389469834,0.0003235853387231205,I,HS1313402,20,18,51.4377,51.4377,True
2,5.833333,1-hop,0.0,4,0.0007385382687958476,0.001425537154550112,I,HS1313402,20,18,51.4377,51.4377,True
2,5.833333,2-hop,0.14285714285714285,7,1.3571641144195796,1.8828164033813881,I,HS1313402,20,18,51.4377,51.4377,True
2,5.833333,3+-hop,0.12931034482758622,116,1.3763409397096866,4.337758557209953,I,HS1313402,20,18,51.4377,51.4377,True
2,6.0,0-hop,0.0,1,8.263863642730404e-05,5.8496162035461577e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.0,1-hop,0.0,4,0.00035346726671787006,0.0004766080715679279,I,HS1313402,20,18,51.4377,51.4377,True
2,6.0,2-hop,0.14285714285714285,7,1.3595275884425395,1.8858398547858712,I,HS1313402,20,18,51.4377,51.4377,True
2,6.0,3+-hop,0.12931034482758622,116,1.3800073820324466,4.297790463305396,I,HS1313402,20,18,51.4377,51.4377,True
2,6.166667,0-hop,0.0,1,4.9197004102391864e-05,3.482433941373623e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.166667,1-hop,0.0,4,0.0003850411948474201,0.0006773300731371493,I,HS1313402,20,18,51.4377,51.4377,True
2,6.166667,2-hop,0.14285714285714285,7,1.3618363162490117,1.889146192021557,I,HS1313402,20,18,51.4377,51.4377,True
2,6.166667,3+-hop,0.12931034482758622,116,1.3818282486845597,4.282781116943433,I,HS1313402,20,18,51.4377,51.4377,True
2,6.333333,0-hop,0.0,1,5.105554141643287e-05,3.61399141203292e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.333333,1-hop,0.0,4,0.00022128072789528465,0.00040047724552291634,I,HS1313402,20,18,51.4377,51.4377,True
2,6.333333,2-hop,0.14285714285714285,7,1.3630961954564071,1.890932107185661,I,HS1313402,20,18,51.4377,51.4377,True
2,6.333333,3+-hop,0.12931034482758622,116,1.3781457264190249,4.271866549621137,I,HS1313402,20,18,51.4377,51.4377,True
2,6.5,0-hop,0.0,1,2.3266662798921864e-05,1.6469420793352993e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.5,1-hop,0.0,4,9.198427665916977e-05,0.00017574184668761193,I,HS1313402,20,18,51.4377,51.4377,True
2,6.5,2-hop,0.14285714285714285,7,1.3639833232512613,1.8922083630013733,I,HS1313402,20,18,51.4377,51.4377,True
2,6.5,3+-hop,0.12931034482758622,116,1.3748772734197137,4.264789707454581,I,HS1313402,20,18,51.4377,51.4377,True
2,6.666667,0-hop,0.0,1,5.24189001079973e-05,3.710497422274708e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.666667,1-hop,0.0,4,0.00020313933481834768,0.00033607424447479453,I,HS1313402,20,18,51.4377,51.4377,True
2,6.666667,2-hop,0.14285714285714285,7,1.3646785387634346,1.8930421958615071,I,HS1313402,20,18,51.4377,51.4377,True
2,6.666667,3+-hop,0.12931034482758622,116,1.3743420150372925,4.264825831563047,I,HS1313402,20,18,51.4377,51.4377,True
2,6.833333,0-hop,0.0,1,7.509487551424348e-05,5.3156274062898526e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,6.833333,1-hop,0.0,4,0.00027638100364417667,0.00045781061059926495,I,HS1313402,20,18,51.4377,51.4377,True
2,6.833333,2-hop,0.14285714285714285,7,1.3652150671130996,1.893807559168495,I,HS1313402,20,18,51.4377,51.4377,True
2,6.833333,3+-hop,0.12931034482758622,116,1.37419859148774,4.26326548033934,I,HS1313402,20,18,51.4377,51.4377,True
2,7.0,0-hop,0.0,1,6.210830918873926e-05,4.396366972062784e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,7.0,1-hop,0.0,4,7.25375225927579e-05,0.0001452631872594502,I,HS1313402,20,18,51.4377,51.4377,True
2,7.0,2-hop,0.14285714285714285,7,1.3649567758257322,1.8935242065663338,I,HS1313402,20,18,51.4377,51.4377,True
2,7.0,3+-hop,0.12931034482758622,116,1.371379815651518,4.251720845110996,I,HS1313402,20,18,51.4377,51.4377,True
2,7.166667,0-hop,0.0,1,0.00012984741617468913,9.191312713784119e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,7.166667,1-hop,0.0,4,0.00011395921690736475,0.00021363019077915644,I,HS1313402,20,18,51.4377,51.4377,True
2,7.166667,2-hop,0.14285714285714285,7,1.366036145057568,1.8949553574900426,I,HS1313402,20,18,51.4377,51.4377,True
2,7.166667,3+-hop,0.12931034482758622,116,1.3694704547231866,4.231874811806401,I,HS1313402,20,18,51.4377,51.4377,True
2,7.333333,0-hop,0.0,1,0.00046285678586108605,0.000327635434410402,I,HS1313402,20,18,51.4377,51.4377,True
2,7.333333,1-hop,0.0,4,0.0003973348441427894,0.0007491100271147019,I,HS1313402,20,18,51.4377,51.4377,True
2,7.333333,2-hop,0.14285714285714285,7,1.366600795857166,1.8957538067141309,I,HS1313402,20,18,51.4377,51.4377,True
2,7.333333,3+-hop,0.12931034482758622,116,1.3758610496441415,4.235768087224217,I,HS1313402,20,18,51.4377,51.4377,True
2,7.5,0-hop,0.0,1,9.320132064176115e-05,6.597300959794322e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,7.5,1-hop,0.0,4,8.122537884219025e-05,0.0001526147899697725,I,HS1313402,20,18,51.4377,51.4377,True
2,7.5,2-hop,0.14285714285714285,7,1.3660360167916548,1.8950628986068714,I,HS1313402,20,18,51.4377,51.4377,True
2,7.5,3+-hop,0.12931034482758622,116,1.3795828791988383,4.257523017002684,I,HS1313402,20,18,51.4377,51.4377,True
2,7.666667,0-hop,0.0,1,0.00021995098598340948,0.00015569337869294757,I,HS1313402,20,18,51.4377,51.4377,True
2,7.666667,1-hop,0.0,4,0.00017071007039539302,0.00031069014934197777,I,HS1313402,20,18,51.4377,51.4377,True
2,7.666667,2-hop,0.14285714285714285,7,1.365099205209175,1.8938502205060797,I,HS1313402,20,18,51.4377,51.4377,True
2,7.666667,3+-hop,0.12931034482758622,116,1.3792528861536448,4.274067303657496,I,HS1313402,20,18,51.4377,51.4377,True
2,7.833333,0-hop,0.0,1,0.0004982861857062242,0.00035271430797075525,I,HS1313402,20,18,51.4377,51.4377,True
2,7.833333,1-hop,0.0,4,0.0004045313412272498,0.0007359429605787767,I,HS1313402,20,18,51.4377,51.4377,True
2,7.833333,2-hop,0.14285714285714285,7,1.3642459918840257,1.8927872613455785,I,HS1313402,20,18,51.4377,51.4377,True
2,7.833333,3+-hop,0.12931034482758622,116,1.377044416873285,4.282530762905751,I,HS1313402,20,18,51.4377,51.4377,True
2,8.0,0-hop,0.0,1,4.5429449116197074e-05,3.215745723273808e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,8.0,1-hop,0.0,4,0.00012423909073147385,0.00017783433472139123,I,HS1313402,20,18,51.4377,51.4377,True
2,8.0,2-hop,0.14285714285714285,7,1.3634756113736746,1.89149601533416,I,HS1313402,20,18,51.4377,51.4377,True
2,8.0,3+-hop,0.12931034482758622,116,1.3760838797652601,4.295713731035456,I,HS1313402,20,18,51.4377,51.4377,True
2,8.166667,0-hop,0.0,1,0.00026485956794407767,0.00018748213756804066,I,HS1313402,20,18,51.4377,51.4377,True
2,8.166667,1-hop,0.0,4,0.0008109512350673814,0.0011609280839745876,I,HS1313402,20,18,51.4377,51.4377,True
2,8.166667,2-hop,0.14285714285714285,7,1.3629558706341753,1.890738853114206,I,HS1313402,20,18,51.4377,51.4377,True
2,8.166667,3+-hop,0.12931034482758622,116,1.3730468554844149,4.311945372867964,I,HS1313402,20,18,51.4377,51.4377,True
2,8.333333,0-hop,0.0,1,0.00028725659619960233,0.00020333598330641382,I,HS1313402,20,18,51.4377,51.4377,True
2,8.333333,1-hop,0.0,4,0.000770453418602595,0.001096733588647357,I,HS1313402,20,18,51.4377,51.4377,True
2,8.333333,2-hop,0.14285714285714285,7,1.3610657942585702,1.888091342921443,I,HS1313402,20,18,51.4377,51.4377,True
2,8.333333,3+-hop,0.12931034482758622,116,1.3598105152082614,4.309406482533239,I,HS1313402,20,18,51.4377,51.4377,True
2,8.5,0-hop,0.0,1,4.596036694742951e-05,3.253327001022272e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,8.5,1-hop,0.0,4,0.00010891978024833258,0.00014699912038880833,I,HS1313402,20,18,51.4377,51.4377,True
2,8.5,2-hop,0.14285714285714285,7,1.359844586358591,1.8864576501005075,I,HS1313402,20,18,51.4377,51.4377,True
2,8.5,3+-hop,0.12931034482758622,116,1.3503579022903405,4.28287164719091,I,HS1313402,20,18,51.4377,51.4377,True
