method_short,method,layout_file,monitor_budget_n,candidate_node_id,min_monitor_hop,nearest_monitor,observability_tier_layout,is_direct,is_near,is_far
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1314477,2,HS1308259,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313835,1,HS1308301,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313205,2,HS1306601,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1306904,1,HS1306601,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1324403,1,HS1313044,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316415,3,HS1316207,far,False,False,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313925,0,HS1313925,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313001,2,HS1311288,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0101924,2,MH0100334,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS2003111,0,HS2003111,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0242782,1,MH0258475,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1344902,0,HS1344902,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1306554,2,HS1306601,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1330842,0,HS1330842,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316585,0,HS1316585,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313253,0,HS1313253,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313597,1,HS1313569,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1344261,2,HS1316267,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1344920,1,HS1313676,near,False,True,False
