scenario_id,defect_type,true_node,start_hour,duration_h,flow,abs_flow,dominant_hop_band,active_peak_response_index,peak_0-hop,peak_1-hop,peak_2-hop,peak_3+-hop,flow_rank_pct
348,E,HS1316563,18,18,-10.2042,10.2042,2-hop,6.46800468922493,0.0008978197179653701,0.0020700881679455926,6.46800468922493,0.1659641412221443,0.6529411764705882
349,E,HS1316563,12,18,-6.8028,6.8028,2-hop,4.140809942736079,0.00034683922820412735,0.0013759378209740607,4.140809942736079,0.1835710907933834,0.5588235294117647
350,E,HS1316563,12,6,-6.8028,6.8028,2-hop,3.5225734826450497,0.0002430826199142819,0.0009842414342730106,3.5225734826450497,0.1835710907933834,0.5588235294117647
351,E,HS1316585,18,24,-5.6401,5.6401,2-hop,3.737412171980756,0.0012498448957642772,0.0060685738191827154,3.737412171980756,0.5712142079185151,0.5205882352941177
352,E,HS1316585,0,6,-5.6401,5.6401,2-hop,4.314877430435568,0.004414381173143769,0.010894158499984846,4.314877430435568,0.48694319087666393,0.5205882352941177
353,E,HS1316585,0,24,-8.4602,8.4602,2-hop,6.200828167581089,0.003937978820765764,0.03413330830717483,6.200828167581089,0.7744976519959971,0.6058823529411764
354,E,HS1316585,0,18,-7.0502,7.0502,2-hop,5.337311514832436,0.004453621372031964,0.013509304522347238,5.337311514832436,0.6438635163319253,0.5735294117647058
355,E,HS1316585,0,12,-7.0502,7.0502,2-hop,5.337311514832436,0.004453621372031964,0.013509304522347238,5.337311514832436,0.6438635163319253,0.5735294117647058
356,E,HS1316643,0,6,-4.4392,4.4392,1-hop,3.4695580140140323,0.029585921096726808,3.4695580140140323,2.483017638048656,0.44917011091076203,0.4117647058823529
357,E,HS1316643,12,12,-3.5514,3.5514,1-hop,2.437723034968023,0.0020762153545974605,2.437723034968023,1.6971836947970669,0.3000347496982186,0.35
358,E,HS1316643,6,12,-5.327,5.327,1-hop,3.6506141330119326,0.002594459853802679,3.6506141330119326,2.4044861798841746,0.4726770856480582,0.47352941176470587
359,E,HS1316643,12,18,-5.327,5.327,1-hop,3.664028727854532,0.08500887326790896,3.664028727854532,2.6870246498759567,0.4982795751925974,0.47352941176470587
360,E,HS1316643,0,6,-3.5514,3.5514,1-hop,2.853674655562346,0.012256249316835197,2.853674655562346,2.0130292726039416,0.36131051841565753,0.35
361,E,HS1316721,12,12,-2.7005,2.7005,2-hop,0.1440996793533158,0.0021388146247413907,0.01263806468754285,0.1440996793533158,0.14220506336179284,0.2823529411764706
362,E,HS1316721,18,24,-2.7005,2.7005,2-hop,0.17098425948460222,0.0022601801737991327,0.01681713965652525,0.17098425948460222,0.1427104044015775,0.2823529411764706
363,E,HS1316721,0,6,-2.7005,2.7005,2-hop,0.514306552095911,0.003600516558110454,0.01903677547616447,0.514306552095911,0.10840761703183498,0.2823529411764706
364,E,HS1316721,18,18,-3.3756,3.3756,2-hop,0.21425174641243272,0.002334179184147594,0.01937643172747812,0.21425174641243272,0.17973592415895742,0.3323529411764706
365,E,HS1316721,0,6,-3.3756,3.3756,2-hop,0.6077812762223966,0.002676764585777693,0.023891272244935226,0.6077812762223966,0.13475349439918222,0.3323529411764706
366,E,HS1324403,18,24,-23.5511,23.5511,3+-hop,2.4047177175753207,0.0008298075326850204,0.004154314621326229,2.161329130724051,2.4047177175753207,0.8411764705882353
367,E,HS1324403,18,24,-35.3267,35.3267,2-hop,4.969751052337002,0.0006758188471707442,0.14453080471171215,4.969751052337002,4.083578431230917,0.9235294117647059
368,E,HS1324403,0,24,-23.5511,23.5511,3+-hop,2.627089866746658,0.0005154911180079021,0.053906187656701965,2.0863675800436994,2.627089866746658,0.8411764705882353
369,E,HS1324403,12,24,-23.5511,23.5511,3+-hop,2.0524406179454915,0.0005348906640090771,0.002959695959092155,0.6666292726714154,2.0524406179454915,0.8411764705882353
370,E,HS1324403,12,12,-29.4389,29.4389,3+-hop,2.5579431310906178,0.000549736503750347,0.0009668591887446599,0.7364771694164812,2.5579431310906178,0.888235294117647
371,E,HS1344263,18,12,-3.5554,3.5554,3+-hop,0.510156786383882,0.007791320562980267,0.006900123490712175,0.009253146638820466,0.510156786383882,0.36764705882352944
372,E,HS1344263,6,12,-3.5554,3.5554,3+-hop,0.4844174629716327,0.005131104669254961,0.002894486372187745,0.003282832934868792,0.4844174629716327,0.36764705882352944
373,E,HS1344263,18,24,-3.5554,3.5554,3+-hop,0.5472866154882617,0.007791320562980267,0.006900123490712175,0.009253146638820466,0.5472866154882617,0.36764705882352944
374,E,HS1344263,18,18,-5.3331,5.3331,3+-hop,0.816214530030756,0.009047110570476928,0.007992464366969999,0.010104940659626386,0.816214530030756,0.4823529411764706
375,E,HS1344263,12,24,-3.5554,3.5554,3+-hop,0.5105599730339039,0.005042885700015448,0.003549690808362214,0.0038863397271619838,0.5105599730339039,0.36764705882352944
376,E,HS2003015,0,12,-37.0449,37.0449,3+-hop,7.0736231854644895,0.010415604659349159,0.00539629808144085,2.7770043378222535,7.0736231854644895,0.9294117647058824
377,E,HS2003015,18,12,-44.4539,44.4539,3+-hop,3.0717264168821385,0.0006962924429642239,0.0004744331298377753,2.1473949027339376,3.0717264168821385,0.9676470588235294
378,E,HS2003015,6,12,-44.4539,44.4539,3+-hop,0.21171878801420752,0.0014379475404512853,0.00026278812582613095,0.0014386943193286593,0.21171878801420752,0.9676470588235294
379,E,HS2003015,0,18,-29.636,29.636,3+-hop,7.0736231854644895,0.010415604659349159,0.00539629808144085,2.7796301142060216,7.0736231854644895,0.8970588235294118
380,E,HS2003015,0,24,-29.636,29.636,3+-hop,7.0736231854644895,0.010415604659349159,0.00539629808144085,2.7796301142060216,7.0736231854644895,0.8970588235294118
381,E,HS2003046,0,18,-13.3024,13.3024,3+-hop,1.0667187660722848,0.0020556514940920593,0.060177582662795874,0.022108853949759408,1.0667187660722848,0.7088235294117647
382,E,HS2003046,12,18,-19.9536,19.9536,3+-hop,0.7363833567002012,0.0012333561902637543,0.04906408033492729,0.016388718757001312,0.7363833567002012,0.788235294117647
383,E,HS2003046,0,6,-16.628,16.628,3+-hop,1.2358372514132323,0.0011149568940467744,0.050034495436667145,0.013722152839722675,1.2358372514132323,0.7382352941176471
384,E,HS2003046,12,18,-16.628,16.628,3+-hop,0.6229748955101536,0.0013901681771748306,0.04025598381291369,0.01308639197617676,0.6229748955101536,0.7382352941176471
385,E,HS2003046,0,24,-13.3024,13.3024,3+-hop,1.0667187660722848,0.0020556514940920593,0.060177582662795874,0.022108853949759408,1.0667187660722848,0.7088235294117647
386,E,HS2003111,6,24,-11.2233,11.2233,3+-hop,0.5425932779610386,0.0015363930839662667,0.006103435863722277,0.001195880390068967,0.5425932779610386,0.6617647058823529
387,E,HS2003111,6,24,-16.835,16.835,3+-hop,0.7683421496378158,0.0015059056032193914,0.004101024405280372,0.0008418421848254196,0.7683421496378158,0.7647058823529411
388,E,HS2003111,0,18,-16.835,16.835,3+-hop,1.081208488858034,0.0013926651564045653,0.009871652938426193,0.326993750167033,1.081208488858034,0.7647058823529411
389,E,HS2003111,12,12,-11.2233,11.2233,3+-hop,0.5746440381019537,0.003489725303064773,0.0048356100333160415,0.0012219404072703463,0.5746440381019537,0.6617647058823529
390,E,HS2003111,6,6,-16.835,16.835,3+-hop,0.7683421496378158,0.0015059056032193914,0.00224184089586646,0.0006540253989955993,0.7683421496378158,0.7647058823529411
391,E,MH0101924,6,18,-12.1274,12.1274,2-hop,0.798421422730465,0.0003305851692635559,0.00038760637645673783,0.798421422730465,0.7862845523770599,0.6941176470588235
392,E,MH0101924,6,24,-12.1274,12.1274,2-hop,0.798421422730465,0.0003305851692635559,0.00038760637645673783,0.798421422730465,0.7862845523770599,0.6941176470588235
393,E,MH0101924,18,6,-15.1592,15.1592,3+-hop,1.0819970676674162,0.00046141832716039725,0.0002805636928493987,1.0340521138381666,1.0819970676674162,0.7294117647058823
394,E,MH0101924,0,6,-18.1911,18.1911,2-hop,6.838689266228492,0.0018270412218691187,0.0006720740773159767,6.838689266228492,2.6147462712730105,0.7764705882352941
395,E,MH0101924,12,6,-12.1274,12.1274,3+-hop,0.78306195778563,0.0004502411870228146,0.0005142223115255751,0.7735967033868674,0.78306195778563,0.6941176470588235
396,E,MH0200661,18,6,-0.5606,0.5606,1-hop,0.08659397080253747,0.0012450880070194118,0.08659397080253747,0.002599904083803424,0.04282155224157577,0.041176470588235294
397,E,MH0200661,0,12,-0.8409,0.8409,1-hop,0.18969813107091427,0.0034778706822719435,0.18969813107091427,0.00984938644732725,0.10003879461836102,0.08529411764705883
398,E,MH0200661,12,12,-0.5606,0.5606,1-hop,0.09579169610259734,0.0022167875475356392,0.09579169610259734,0.0027330971742223387,0.05094458791022223,0.041176470588235294
399,E,MH0200661,0,24,-0.8409,0.8409,1-hop,0.18969813107091427,0.0034778706822719435,0.18969813107091427,0.00984938644732725,0.10003879461836102,0.08529411764705883
400,E,MH0200661,6,12,-0.5606,0.5606,1-hop,0.09481940259615126,0.001786813287985188,0.09481940259615126,0.002647360304614168,0.050749186874421905,0.041176470588235294
401,E,MH0201629,12,24,2.7913,2.7913,0-hop,2.177955346956055,2.177955346956055,0.0008022246193001135,0.492724918486816,0.214304468295613,0.3029411764705882
402,E,MH0201629,12,12,2.7913,2.7913,0-hop,2.177955346956055,2.177955346956055,0.0008022246193001135,0.492724918486816,0.214304468295613,0.3029411764705882
403,E,MH0201629,18,6,2.7913,2.7913,0-hop,2.1781351786908223,2.1781351786908223,0.0008206711600954521,0.49286559315431194,0.21400812708344444,0.3029411764705882
404,E,MH0201629,18,24,3.4891,3.4891,0-hop,2.699649812888539,2.699649812888539,0.0006540313808289145,0.6139011660472782,0.26569021487925193,0.3411764705882353
405,E,MH0201629,0,12,2.7913,2.7913,0-hop,2.039371532487916,2.039371532487916,0.0007340631799239068,0.4719054906307793,0.19595979083063184,0.3029411764705882
406,E,MH0201710,18,18,-1.7246,1.7246,2-hop,1.0960640836304112,0.34136276119017567,0.0031714350608078945,1.0960640836304112,0.12542831791221273,0.20294117647058824
407,E,MH0201710,0,12,-2.0695,2.0695,2-hop,1.2321225844835035,0.4094391549242741,0.004576719380573345,1.2321225844835035,0.153126919149389,0.2411764705882353
408,E,MH0201710,6,12,-2.0695,2.0695,2-hop,0.9224392579001043,0.4093350001618537,0.0022166528629909443,0.9224392579001043,0.14086292917811816,0.2411764705882353
409,E,MH0201710,12,12,-1.7246,1.7246,2-hop,1.0982594106363637,0.336240553565235,0.0016435411522438437,1.0982594106363637,0.12136313348510748,0.20294117647058824
410,E,MH0201710,6,18,-2.0695,2.0695,2-hop,0.9224392579001043,0.4093350001618537,0.0022166528629909443,0.9224392579001043,0.14086292917811816,0.2411764705882353
411,E,MH0242782,12,24,-1.3871,1.3871,3+-hop,0.1949414321427656,0.004000957968793402,0.006024163067210841,0.0005032968622176317,0.1949414321427656,0.15
412,E,MH0242782,18,18,-1.3871,1.3871,3+-hop,0.2068065443897268,0.008032688073193815,0.010534769750487444,0.0013347243513759967,0.2068065443897268,0.15
413,E,MH0242782,0,24,-1.1097,1.1097,3+-hop,0.1599057033327969,0.011696808317529814,0.0355789303996938,0.004459377746008508,0.1599057033327969,0.11470588235294117
414,E,MH0242782,6,18,-1.6645,1.6645,3+-hop,0.22026444443664625,0.004521413349142506,0.005206476233501155,0.0005028584973823629,0.22026444443664625,0.18235294117647058
415,E,MH0242782,0,12,-1.1097,1.1097,3+-hop,0.1599057033327969,0.011696808317529814,0.0355789303996938,0.004459377746008508,0.1599057033327969,0.11470588235294117
416,E,VP0232532,0,12,-0.7202,0.7202,2-hop,0.19818574628853813,0.0038130901067824313,0.009785940852942881,0.19818574628853813,0.08975252396898789,0.058823529411764705
417,E,VP0232532,0,18,-0.8643,0.8643,2-hop,0.2829854283205206,0.0022840332839304954,0.005924836583501716,0.2829854283205206,0.12988284898966787,0.1
418,E,VP0232532,12,12,-0.8643,0.8643,2-hop,0.15634268884937513,0.00775916873683226,0.003334611248094367,0.15634268884937513,0.0760565170369307,0.1
419,E,VP0232532,0,6,-0.8643,0.8643,2-hop,0.21612738044743132,0.001936439059878698,0.005924836583501716,0.21612738044743132,0.11552761345200922,0.1
420,E,VP0232532,6,18,-0.5762,0.5762,2-hop,0.11544233353083579,0.006704760092140748,0.0027068783264148715,0.11544233353083579,0.052123022750878975,0.052941176470588235
